1.518500000000000050e+01,1.407499999999999929e+01,1.497833333333333350e+01,1.491833333333333300e+01,1.426833333333333265e+01
1.622333333333333272e+01,1.417166666666666686e+01,1.484166666666666679e+01,1.207833333333333314e+01,1.273499999999999943e+01
1.557833333333333314e+01,1.425833333333333286e+01,1.210999999999999943e+01,1.261500000000000021e+01,1.452166666666666650e+01
1.540166666666666728e+01,1.400833333333333286e+01,1.391000000000000014e+01,1.370500000000000007e+01,1.426166666666666671e+01
1.533833333333333293e+01,1.470333333333333314e+01,1.259500000000000064e+01,1.310500000000000043e+01,1.452999999999999936e+01
1.654166666666666785e+01,1.253500000000000014e+01,1.535999999999999943e+01,1.364333333333333265e+01,1.320333333333333314e+01
1.655166666666666586e+01,1.328833333333333400e+01,1.584166666666666679e+01,1.413499999999999979e+01,1.537500000000000000e+01
1.561666666666666714e+01,1.300333333333333385e+01,1.435500000000000043e+01,1.374666666666666615e+01,1.454333333333333300e+01
1.722333333333333272e+01,1.407666666666666622e+01,1.489499999999999957e+01,1.617166666666666686e+01,1.450333333333333385e+01
1.608333333333333215e+01,1.371333333333333293e+01,1.576166666666666671e+01,1.587666666666666693e+01,1.581666666666666643e+01
1.735500000000000043e+01,1.541166666666666707e+01,1.714666666666666828e+01,1.615333333333333243e+01,1.564333333333333265e+01
1.508000000000000007e+01,1.626666666666666572e+01,1.550166666666666693e+01,1.547333333333333272e+01,1.542333333333333378e+01
1.615500000000000114e+01,1.698833333333333329e+01,1.765333333333333243e+01,1.642500000000000071e+01,1.452500000000000036e+01
1.825166666666666515e+01,1.485333333333333350e+01,1.599000000000000021e+01,1.574333333333333407e+01,1.504666666666666686e+01
1.728666666666666529e+01,1.807666666666666799e+01,1.700000000000000000e+01,1.994333333333333158e+01,1.646999999999999886e+01
1.833666666666666600e+01,1.796999999999999886e+01,1.489166666666666750e+01,1.787500000000000000e+01,1.693166666666666842e+01
1.837999999999999901e+01,1.734499999999999886e+01,1.687833333333333385e+01,1.910000000000000142e+01,1.949166666666666714e+01
1.917000000000000171e+01,1.815333333333333243e+01,1.638333333333333286e+01,1.685166666666666657e+01,1.662500000000000000e+01
2.178666666666666529e+01,2.000000000000000000e+01,1.992500000000000071e+01,1.787999999999999901e+01,1.854166666666666785e+01
1.878666666666666529e+01,2.049166666666666714e+01,1.989499999999999957e+01,1.795333333333333314e+01,1.943166666666666842e+01
2.020166666666666799e+01,1.933666666666666600e+01,1.743499999999999872e+01,1.880999999999999872e+01,1.881666666666666643e+01
