1.923840000000000217e+00,1.666160000000000085e+00,1.684213333333333340e+00,1.677946666666666697e+00,1.742946666666666644e+00
2.266533333333333289e+00,2.157466666666666644e+00,2.541906666666666759e+00,2.306240000000000290e+00,2.190800000000000303e+00
2.374866666666666681e+00,2.509813333333333674e+00,2.835066666666667068e+00,2.384866666666666912e+00,2.626999999999999780e+00
2.467093333333333582e+00,2.646973333333333400e+00,2.603600000000000581e+00,2.331053333333333200e+00,2.632173333333333698e+00
2.751106666666666811e+00,2.826426666666666865e+00,2.478053333333333441e+00,2.701280000000000125e+00,2.686360000000000081e+00
1.580346666666666788e+00,1.558826666666666805e+00,1.577453333333333374e+00,1.420226666666666748e+00,1.399999999999999911e+00
1.495840000000000058e+00,1.459093333333333575e+00,1.492826666666666746e+00,1.584626666666666850e+00,1.411759999999999904e+00
2.969906666666666695e+00,3.034986666666666721e+00,3.043066666666667253e+00,2.983360000000000234e+00,2.838893333333333491e+00
2.677400000000000002e+00,2.566093333333333781e+00,2.648133333333333450e+00,2.477573333333333405e+00,2.951146666666666807e+00
2.608653333333333713e+00,2.716946666666666843e+00,2.521773333333333422e+00,2.567800000000000082e+00,2.809800000000000075e+00
2.548653333333333659e+00,2.662399999999999878e+00,2.479546666666666788e+00,2.574786666666666779e+00,2.475893333333333501e+00
2.822480000000000100e+00,3.169213333333333438e+00,3.029893333333333327e+00,3.319479999999999986e+00,3.413560000000000372e+00
2.747520000000000184e+00,2.952960000000000029e+00,2.765053333333333363e+00,2.748293333333333699e+00,2.575506666666666611e+00
2.537146666666667105e+00,2.427266666666666683e+00,2.607800000000000118e+00,2.438746666666666840e+00,2.465066666666666517e+00
2.213293333333333557e+00,1.869680000000000009e+00,2.155253333333333465e+00,2.208333333333333481e+00,2.137466666666666626e+00
2.021679999999999922e+00,2.400346666666666628e+00,2.221173333333333666e+00,2.040773333333333550e+00,2.115853333333333364e+00
2.166946666666666577e+00,2.188320000000000043e+00,2.051346666666666874e+00,2.117480000000000029e+00,2.167559999999999931e+00
2.285600000000000520e+00,2.058413333333333206e+00,2.274026666666666863e+00,2.387613333333333809e+00,2.352226666666667132e+00
2.522773333333333756e+00,2.388453333333333539e+00,2.420826666666666682e+00,2.464106666666666889e+00,2.601613333333333777e+00
2.040946666666666687e+00,2.262453333333333205e+00,1.991466666666666718e+00,2.370133333333333869e+00,2.159146666666666992e+00
2.359920000000000240e+00,2.679559999999999942e+00,2.428573333333333473e+00,2.219026666666666703e+00,2.457520000000000149e+00
2.446173333333333755e+00,2.768213333333333637e+00,2.670800000000000285e+00,2.502333333333333520e+00,2.633826666666666760e+00
2.063120000000000509e+00,2.073826666666666707e+00,1.925480000000000080e+00,2.121039999999999814e+00,2.112186666666667101e+00
2.260146666666666970e+00,1.971560000000000201e+00,2.038773333333333326e+00,2.070933333333333515e+00,1.907186666666666808e+00
2.337706666666667044e+00,2.322666666666667101e+00,2.694426666666666748e+00,2.530573333333333785e+00,2.631533333333333502e+00
2.747426666666666684e+00,2.997306666666666786e+00,2.756106666666667149e+00,2.577906666666666791e+00,2.623773333333333735e+00
2.037320000000000242e+00,2.270840000000000192e+00,2.166613333333333724e+00,1.974653333333333372e+00,2.058106666666667195e+00
2.341746666666666865e+00,2.147026666666666639e+00,1.942986666666666640e+00,2.138293333333333379e+00,1.974666666666666792e+00
3.688360000000000305e+00,3.777373333333333250e+00,3.548546666666667182e+00,3.627066666666666883e+00,3.604653333333333709e+00
