24.4416666667,22.2083333333,22.76,23.2483333333,25.495,1.60047101449,1.67210144928,1.62730676329,1.56514492754,1.73173913043
26.09,28.795,27.97,24.0733333333,24.8,2.26079710145,2.33152173913,2.2711352657,2.33148550725,2.1513647343
24.965,27.8683333333,27.4716666667,27.1766666667,26.6766666667,2.19778985507,2.46184782609,2.39458937198,2.38121980676,2.35917874396
25.9733333333,29.68,25.8933333333,30.2683333333,28.625,2.21097826087,2.38096618357,2.20891304348,2.57853864734,2.49739130435
30.8733333333,29.6933333333,29.785,30.7583333333,32.6183333333,2.7665942029,2.48356280193,2.56247584541,2.55855072464,2.77972222222
15.3433333333,16.6433333333,15.6533333333,17.4733333333,13.6833333333,1.35890096618,1.30786231884,1.32160628019,1.27968599034,1.27438405797
17.3316666667,16.5016666667,14.115,16.8716666667,14.3066666667,1.3470410628,1.33618357488,1.28300724638,1.39673913043,1.22985507246
32.5133333333,32.9166666667,30.9416666667,29.1266666667,30.745,2.81989130435,2.83673913043,2.74300724638,2.57128019324,2.79692028986
27.55,30.5333333333,28.8116666667,31.105,32.0466666667,2.49775362319,2.66805555556,2.55948067633,2.60998792271,2.75243961353
29.8966666667,28.1833333333,26.2166666667,34.3883333333,28.1016666667,2.69832125604,2.58002415459,2.33072463768,2.968647343,2.50323671498
32.3,30.5033333333,31.9716666667,30.0266666667,26.4816666667,2.63007246377,2.57957729469,2.58957729469,2.70519323671,2.26382850242
34.585,33.705,35.215,35.15,35.6633333333,3.1970410628,3.04440821256,3.09187198068,3.31089371981,3.20678743961
30.595,33.6483333333,30.655,32.2183333333,29.0983333333,2.83334541063,3.06234299517,2.80785024155,2.92177536232,2.6886352657
29.7883333333,25.85,30.3216666667,30.0166666667,26.725,2.63716183575,2.31330917874,2.626352657,2.48108695652,2.31095410628
28.675,19.815,29.11,25.46,26.675,2.31433574879,1.81071256039,2.31163043478,2.00305555556,2.24879227053
24.34,24.2983333333,21.7816666667,22.9483333333,27.105,1.74468599034,1.86903381643,1.96719806763,1.95786231884,2.10781400966
22.77,24.3683333333,23.2833333333,24.2883333333,29.32,2.08492753623,2.10745169082,2.05718599034,2.13327294686,2.61875603865
25.0716666667,25.0533333333,21.2666666667,25.1116666667,26.6366666667,2.02979468599,2.06641304348,1.96812801932,1.89039855072,2.11297101449
25.54,26.1666666667,26.75,25.63,26.4933333333,2.27586956522,2.22259661836,2.38788647343,2.27602657005,2.40966183575
22.2666666667,25.0066666667,23.2716666667,22.8316666667,24.5816666667,2.14891304348,2.18266908213,2.18269323671,2.06030193237,2.09716183575
27.0833333333,26.9833333333,26.2333333333,25.27,25.2683333333,2.28221014493,2.27754830918,2.28283816425,2.42287439614,2.33307971014
28.8533333333,27.6283333333,26.35,29.6166666667,28.3366666667,2.47867149758,2.33342995169,2.3602173913,2.74508454106,2.47925120773
23.8766666667,24.8433333333,24.8383333333,24.17,22.8433333333,2.193647343,2.3495531401,2.01270531401,2.14801932367,2.31667874396
23.8733333333,23.365,23.235,24.275,25.465,2.08630434783,2.18457729469,2.16376811594,2.04780193237,2.2229468599
26.9083333333,27.475,30.9833333333,27.3933333333,28.7983333333,2.45524154589,2.37855072464,2.558852657,2.37398550725,2.79036231884
29.9216666667,28.355,32.12,29.5733333333,29.0816666667,2.54632850242,2.49515700483,3.04173913043,2.74876811594,2.63611111111
26.25,22.985,25.47,23.4416666667,23.4066666667,2.21804347826,2.16927536232,2.45815217391,2.09718599034,1.92359903382
25.2016666667,24.0983333333,25.55,22.6766666667,23.5716666667,1.89414251208,1.96285024155,1.98766908213,1.81479468599,2.03222222222
43.3583333333,42.19,40.135,40.49,43.6333333333,3.99950483092,4.02900966184,3.84475845411,3.75132850242,3.99117149758
32.1233333333,38.8333333333,33.9066666667,33.1033333333,35.6583333333,3.14719806763,3.44984299517,3.2188647343,3.04166666667,3.27939613527
27.045,28.475,26.3783333333,27.8833333333,28.235,2.65054347826,2.66793478261,2.41695652174,2.64778985507,2.53768115942
20.7066666667,22.25,21.245,22.895,21.135,1.86437198068,1.68983091787,1.7825,1.74547101449,1.85218599034
20.775,20.7333333333,22.1166666667,21.4566666667,20.5833333333,1.52648550725,1.70960144928,1.74373188406,1.69780193237,1.7759057971
26.1516666667,23.8216666667,25.1116666667,25.7216666667,26.2,1.89101449275,1.6447705314,1.91338164251,1.97179951691,1.88584541063
34.0583333333,31.7266666667,30.9216666667,29.6166666667,30.7033333333,3.27400966184,2.98435990338,2.93448067633,2.97055555556,2.98118357488
20.2683333333,21.5983333333,20.6633333333,20.84,21.0666666667,1.89951690821,1.92149758454,1.89911835749,1.90882850242,1.89711352657
16.0616666667,15.685,14.49,16.8733333333,18.7583333333,1.40788647343,1.37559178744,1.26391304348,1.31754830918,1.44419082126
21.455,20.275,22.7766666667,21.5066666667,21.6616666667,1.42012077295,1.38606280193,1.42984299517,1.37939613527,1.45961352657
28.2516666667,26.46,23.9933333333,27.7566666667,27.2566666667,1.74039855072,1.68603864734,1.5918236715,1.63669082126,1.6893115942
22.245,22.7816666667,21.8683333333,24.39,20.68,1.37596618357,1.50370772947,1.43913043478,1.59442028986,1.34971014493
15.0433333333,15.9483333333,16.3933333333,14.815,16.075,1.03184782609,1.11384057971,1.17339371981,1.06881642512,1.09737922705
