1.395500000000000007e+01,1.606500000000000128e+01,1.737833333333333385e+01,1.788833333333333186e+01,1.532166666666666721e+01
1.747166666666666757e+01,1.950833333333333286e+01,1.669500000000000028e+01,1.564833333333333343e+01,1.390166666666666728e+01
1.844666666666666544e+01,1.726833333333333442e+01,1.828500000000000014e+01,1.864999999999999858e+01,2.113666666666666671e+01
1.990333333333333243e+01,1.763333333333333286e+01,1.826666666666666572e+01,1.718333333333333357e+01,1.778333333333333499e+01
2.064166666666666572e+01,2.087833333333333385e+01,1.791166666666666529e+01,2.095833333333333215e+01,2.119999999999999929e+01
1.723666666666666814e+01,1.785666666666666558e+01,2.001500000000000057e+01,1.603166666666666629e+01,1.859666666666666757e+01
1.903833333333333400e+01,1.881666666666666643e+01,1.878833333333333400e+01,1.992500000000000071e+01,1.967333333333333201e+01
1.896499999999999986e+01,2.042999999999999972e+01,2.090500000000000114e+01,2.045499999999999829e+01,1.998999999999999844e+01
1.738666666666666671e+01,1.669000000000000128e+01,1.971499999999999986e+01,1.637166666666666615e+01,1.903999999999999915e+01
1.828999999999999915e+01,1.549000000000000021e+01,1.564833333333333343e+01,1.700000000000000000e+01,1.760999999999999943e+01
1.789999999999999858e+01,1.980833333333333357e+01,1.905999999999999872e+01,1.813500000000000156e+01,2.251000000000000156e+01
2.096333333333333471e+01,2.259333333333333371e+01,2.462999999999999901e+01,2.313333333333333286e+01,2.096999999999999886e+01
1.616499999999999915e+01,1.802166666666666828e+01,1.847166666666666757e+01,1.819666666666666544e+01,1.701166666666666671e+01
1.764833333333333343e+01,1.955499999999999972e+01,1.817500000000000071e+01,1.622666666666666657e+01,1.623666666666666814e+01
1.792999999999999972e+01,1.742166666666666686e+01,1.471499999999999986e+01,1.676000000000000156e+01,1.710166666666666657e+01
1.489166666666666750e+01,1.611666666666666714e+01,1.669333333333333158e+01,1.522166666666666579e+01,1.397333333333333272e+01
1.331499999999999950e+01,1.723166666666666558e+01,1.648000000000000043e+01,1.508000000000000007e+01,1.791000000000000014e+01
1.851500000000000057e+01,1.882166666666666544e+01,1.809666666666666757e+01,1.820499999999999829e+01,1.703166666666666629e+01
1.574666666666666615e+01,1.719333333333333158e+01,1.635166666666666657e+01,1.655166666666666586e+01,1.624166666666666714e+01
1.535500000000000043e+01,1.561333333333333329e+01,1.534500000000000064e+01,1.598833333333333329e+01,1.811333333333333329e+01
1.532499999999999929e+01,1.446499999999999986e+01,1.627499999999999858e+01,1.484500000000000064e+01,1.735333333333333172e+01
1.671000000000000085e+01,1.660999999999999943e+01,1.593833333333333258e+01,1.613666666666666671e+01,1.782833333333333314e+01
1.509166666666666679e+01,1.408833333333333293e+01,1.431833333333333336e+01,1.695499999999999829e+01,1.346333333333333293e+01
1.618333333333333357e+01,1.579666666666666686e+01,1.556000000000000050e+01,1.547000000000000064e+01,1.792500000000000071e+01
1.670166666666666799e+01,1.654500000000000171e+01,1.696999999999999886e+01,1.599499999999999922e+01,1.663666666666666671e+01
1.899833333333333485e+01,1.839000000000000057e+01,1.824833333333333485e+01,1.748833333333333329e+01,1.724166666666666714e+01
1.095833333333333393e+01,1.197499999999999964e+01,1.503500000000000014e+01,1.239666666666666650e+01,1.135833333333333250e+01
1.730166666666666586e+01,1.884333333333333371e+01,1.849833333333333485e+01,2.183500000000000085e+01,2.034499999999999886e+01
2.374333333333333229e+01,2.544833333333333414e+01,2.607833333333333314e+01,2.769500000000000028e+01,2.728333333333333499e+01
2.039666666666666828e+01,1.928833333333333400e+01,1.863166666666666771e+01,1.864000000000000057e+01,1.947666666666666657e+01
1.385833333333333250e+01,1.527333333333333343e+01,1.360500000000000043e+01,1.287333333333333307e+01,1.428833333333333400e+01
1.273833333333333329e+01,1.346499999999999986e+01,1.362333333333333307e+01,1.307000000000000028e+01,1.305499999999999972e+01
1.403833333333333400e+01,1.427500000000000036e+01,1.385666666666666735e+01,1.352333333333333343e+01,1.463499999999999979e+01
1.624333333333333229e+01,1.883500000000000085e+01,1.726000000000000156e+01,1.674500000000000099e+01,1.747666666666666657e+01
1.884833333333333272e+01,1.683166666666666700e+01,1.767166666666666686e+01,1.816833333333333300e+01,1.807000000000000028e+01
1.238499999999999979e+01,1.160166666666666657e+01,1.097833333333333350e+01,1.101666666666666750e+01,1.181499999999999950e+01
