1.612166666666666970e+01,1.241964499188425108e+00,1.416896451952449620e+00
1.664500000000000313e+01,1.635339141720872913e+00,1.865678309772466514e+00
1.875733333333333519e+01,1.123165929619363235e+00,1.281364984000326945e+00
1.815399999999999991e+01,8.244629719008461644e-01,9.405894133172403304e-01
2.031799999999999784e+01,1.066148081005223069e+00,1.216316113881954708e+00
1.794733333333333292e+01,1.168128794512364843e+00,1.332660913777822254e+00
1.924833333333333485e+01,4.074799722958457604e-01,4.648739375118582928e-01
2.014899999999999736e+01,5.776210118062284904e-01,6.589795140974161747e-01
1.784066666666667089e+01,1.152215747482455033e+00,1.314506498018623182e+00
1.680766666666666964e+01,9.568608567788164931e-01,1.091635673860267497e+00
1.948266666666666680e+01,1.454657663106884602e+00,1.659547662601011275e+00
2.245799999999999841e+01,1.217104554829473662e+00,1.388534959348634246e+00
1.757333333333333059e+01,7.535604556740093107e-01,8.597002061442867715e-01
1.756833333333333158e+01,1.101421956886261988e+00,1.256558350769655386e+00
1.678566666666666762e+01,9.683407720838593802e-01,1.104732546818439021e+00
1.537933333333333152e+01,8.324597871849769293e-01,9.497125881023555927e-01
1.600333333333333385e+01,1.437687574529167067e+00,1.640187319925517029e+00
1.813400000000000034e+01,5.316797604573346714e-01,6.065673911445944588e-01
1.641700000000000159e+01,4.121009987962281351e-01,4.701458402571046524e-01
1.608299999999999841e+01,9.131521995374269896e-01,1.041770608147519761e+00
1.565266666666666495e+01,9.151171690566647365e-01,1.044012345606055936e+00
1.664466666666666583e+01,5.765875988646170791e-01,6.578005439003389299e-01
1.478333333333333499e+01,1.055700144969596854e+00,1.204396575514490308e+00
1.618700000000000117e+01,7.918240438436394690e-01,9.033532593128326127e-01
1.656966666666667010e+01,2.807743612225680474e-01,3.203217132820118107e-01
1.807333333333333414e+01,5.571949033825644992e-01,6.356763676937968732e-01
1.234466666666666690e+01,1.256359966025305308e+00,1.433319534817300456e+00
1.936466666666666470e+01,1.377136287989614516e+00,1.571107323584951754e+00
2.604966666666666697e+01,1.234062584748266023e+00,1.407881544890927650e+00
1.928666666666666885e+01,5.701418062980905255e-01,6.504468549474735628e-01
1.397966666666666846e+01,6.955011201588416903e-01,7.934631546440915617e-01
1.319033333333333324e+01,2.771941736761540098e-01,3.162372527075322237e-01
1.406566666666666698e+01,3.294933012841397280e-01,3.759027652051812884e-01
1.731200000000000117e+01,7.654431696794287143e-01,8.732566124061778012e-01
1.791799999999999926e+01,5.803839147476450577e-01,6.621315747057026080e-01
1.155933333333333124e+01,4.606510591085536954e-01,5.255342255479590330e-01
1.172899999999999920e+01,6.267483568316031262e-01,7.150264952355915860e-01
1.508033333333333381e+01,4.757391918174169732e-01,5.427475369717122966e-01
1.815466666666666384e+01,9.983187309160511669e-01,1.138932931397760973e+00
1.745899999999999963e+01,4.547515391361694470e-01,5.188037522352708653e-01
1.300933333333333408e+01,2.308395957561300005e-01,2.633535857190197338e-01
8.937999999999998835e+00,2.516773648234402194e-01,2.871263755832789699e-01
9.373999999999998778e+00,6.859257026432908910e-01,7.825390299105642322e-01
1.135133333333333283e+01,3.391214130137901184e-01,3.868870061860288923e-01
1.533500000000000263e+01,6.117998362572304449e-01,6.979724604563305457e-01
1.782033333333333047e+01,1.437161496394903315e+00,1.639587143155266658e+00
9.895999999999999019e+00,2.641804047574096148e-01,3.013904813066207722e-01
1.023199999999999932e+01,2.049976358888469241e-01,2.338717597317409580e-01
1.110799999999999876e+01,5.017645937289825220e-01,5.724386430002905701e-01
