2.960366666666666191e+01,1.370132809445997912e+00,1.563117398022457971e+00
3.200699999999999790e+01,1.628527241558461736e+00,1.857906946599459763e+00
3.480899999999999750e+01,9.317727216632597509e-01,1.063013849601551097e+00
3.687966666666666526e+01,1.180506768829975073e+00,1.346782338266558243e+00
3.673799999999999955e+01,1.366596372227981027e+00,1.559082850054271274e+00
3.478900000000000148e+01,1.425487277573689981e+00,1.626268598834633927e+00
3.689633333333333809e+01,1.654088890412596546e+00,1.887068979484574527e+00
3.957833333333334025e+01,6.586202750191446631e-01,7.513876052563338570e-01
3.644066666666666521e+01,1.633691738810630456e+00,1.863798868500204930e+00
3.637666666666666515e+01,1.586402846302142677e+00,1.809849287770786797e+00
3.714933333333333110e+01,2.280576508602854435e+00,2.601798010778121117e+00
4.405899999999999750e+01,2.092503890247901399e+00,2.387235174376054481e+00
3.710066666666666890e+01,2.894493864370739189e+00,3.302186245504606710e+00
3.568299999999999983e+01,1.476427928981142834e+00,1.684384292388299675e+00
3.153233333333333377e+01,1.172610340068423573e+00,1.337773689547010703e+00
3.167133333333333667e+01,1.082819695162098528e+00,1.235335941713292085e+00
3.236966666666666725e+01,1.709230233957870881e+00,1.949977036901871852e+00
3.403699999999999903e+01,1.641872136789143788e+00,1.873131483787427998e+00
3.323733333333333206e+01,9.232497422764366357e-01,1.053290399969017299e+00
3.168533333333332891e+01,2.348088252999782188e+00,2.678818852487876434e+00
3.407300000000000040e+01,1.864357705439385171e+00,2.126954369254078880e+00
3.601166666666666316e+01,1.090307440434466368e+00,1.243878343461872316e+00
2.817799999999999727e+01,1.671336079816956088e+00,1.906745452917718575e+00
3.014999999999999858e+01,6.286200729287239053e-01,7.171618444334194598e-01
3.421700000000000585e+01,1.271336104510048193e+00,1.450405077517471719e+00
3.699333333333332519e+01,1.614727839303780943e+00,1.842163884614597569e+00
2.948166666666666558e+01,9.474874173541560918e-01,1.080941976035513674e+00
3.280299999999999727e+01,1.941402706581063287e+00,2.214851236539457258e+00
5.248200000000000642e+01,1.217884623092065466e+00,1.389424901013045277e+00
4.296566666666666379e+01,1.127521447675964961e+00,1.286333981169607288e+00
3.586599999999999966e+01,1.105630963804995925e+00,1.261360200559479949e+00
2.606433333333333735e+01,1.775506292398460362e+00,2.025588145041620436e+00
2.599966666666666626e+01,1.334403353233180267e+00,1.522355411853599572e+00
2.903833333333333400e+01,1.349726265186164564e+00,1.539836571414883837e+00
4.067733333333332979e+01,1.056445292916153411e+00,1.205246678301120422e+00
2.669366666666666532e+01,7.598024541857565373e-01,8.668213964441435770e-01
2.073433333333333550e+01,1.040567263174779544e+00,1.187132212050878044e+00
2.720500000000000185e+01,7.329642979329626939e-01,8.362030588053638303e-01
3.337066666666667203e+01,1.652087295471241335e+00,1.884785457876263504e+00
2.843866666666666632e+01,7.256062477742106775e-01,8.278086198580054678e-01
2.162533333333333374e+01,1.101345763997648941e+00,1.256471426035808081e+00
2.084333333333333371e+01,2.300895490446173586e+00,2.624978941714470437e+00
1.962299999999999756e+01,2.132035270619238254e+00,2.432334589557028970e+00
1.919633333333333169e+01,1.165562194216489766e+00,1.329732805240756877e+00
2.541500000000000270e+01,9.431232702744827279e-01,1.075963134436556112e+00
3.070900000000000318e+01,1.039168348949119247e+00,1.185536259345129073e+00
1.601999999999999957e+01,1.704614402640338255e+00,1.944711061086221271e+00
1.734833333333333272e+01,3.155742025790045924e-01,3.600231474040529456e-01
1.858533333333333104e+01,7.958133162216136647e-01,9.079044247301348847e-01
